fetched_at,object_id,data_objectID,data_isHighlight,data_accessionNumber,data_accessionYear,data_isPublicDomain,data_primaryImage,data_primaryImageSmall,data_additionalImages,data_constituents,data_department,data_objectName,data_title,data_culture,data_period,data_dynasty,data_reign,data_portfolio,data_artistRole,data_artistPrefix,data_artistDisplayName,data_artistDisplayBio,data_artistSuffix,data_artistAlphaSort,data_artistNationality,data_artistBeginDate,data_artistEndDate,data_artistGender,data_artistWikidata_URL,data_artistULAN_URL,data_objectDate,data_objectBeginDate,data_objectEndDate,data_medium,data_dimensions,data_measurements,data_creditLine,data_geographyType,data_city,data_state,data_county,data_country,data_region,data_subregion,data_locale,data_locus,data_excavation,data_river,data_classification,data_rightsAndReproduction,data_linkResource,data_metadataDate,data_repository,data_objectURL,data_tags,data_objectWikidata_URL,data_isTimelineWork,data_GalleryNumber
2025-09-09 12:22:29.839,436906,436906,False,17.190.12,1917,True,https://images.metmuseum.org/CRDImages/ep/original/DP124058.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP124058.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-17_190_12-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-17_190_12-3.jpg']","[{'constituentID': 162078, 'role': 'Artist', 'name': 'Pietro Longhi (Pietro Falca)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500023454', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q447058', 'gender': ''}]",European Paintings,Painting,The Temptation,,,,,,Artist,,Pietro Longhi (Pietro Falca),"Italian, Venice 1701–1785 Venice",,"Longhi, Pietro (Pietro Falca)",Italian,1701,1785,,https://www.wikidata.org/wiki/Q447058,http://vocab.getty.edu/page/ulan/500023454,1746,1746,1746,Oil on canvas,24 x 19 1/2 in. (61 x 49.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 61, 'Width': 49.5}}]","Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436906,"[{'term': 'Interiors', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300391239', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2998430'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Prostitutes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300189023', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14915751'}, {'term': 'Servants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025874', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q54128'}]",https://www.wikidata.org/wiki/Q19911524,False,630
2025-09-09 12:22:30.629,436541,436541,False,06.289,1906,True,https://images.metmuseum.org/CRDImages/ep/original/DP-28009-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-28009-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-06_289-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-06_289-3.jpg']","[{'constituentID': 161953, 'role': 'Artist', 'name': 'Goya (Francisco de Goya y Lucientes)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500118936', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5432', 'gender': ''}]",European Paintings,Painting,Sebastián Martínez y Pérez (1747–1800),,,,,,Artist,,Goya (Francisco de Goya y Lucientes),"Spanish, Fuendetodos 1746–1828 Bordeaux",,Goya (Francisco de Goya y Lucientes),Spanish,1746,1828,,https://www.wikidata.org/wiki/Q5432,http://vocab.getty.edu/page/ulan/500118936,1792,1792,1792,Oil on canvas,36 5/8 x 26 5/8 in. (93 x 67.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 93, 'Width': 67.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 7.62, 'Height': 109.2202, 'Width': 82.5502}}]","Rogers Fund, 1906",,,,,,,,,,,,Paintings,,,2025-08-06T04:50:55.473Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436541,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}]",https://www.wikidata.org/wiki/Q9638626,True,641
2025-09-09 12:22:31.204,437769,437769,True,1984.459.1,1984,True,https://images.metmuseum.org/CRDImages/ep/original/DP-15762-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15762-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-1984_459_1-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1984_459_1-3.jpg']","[{'constituentID': 162502, 'role': 'Artist', 'name': 'Michiel Sweerts', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500026983', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q1342328', 'gender': ''}]",European Paintings,Painting,Clothing the Naked,,,,,,Artist,,Michiel Sweerts,"Flemish, Brussels 1618–1664 Goa",,"Sweerts, Michiel",Flemish,1618,1664,,https://www.wikidata.org/wiki/Q1342328,http://vocab.getty.edu/page/ulan/500026983,ca. 1661,1656,1666,Oil on canvas,32 1/4 x 45 in. (81.9 x 114.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 81.9, 'Width': 114.3}}]","Gift of Mr. and Mrs. Charles Wrightsman, 1984",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437769,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q20167131,True,621
2025-09-09 12:22:32.048,437868,437868,False,52.125,1952,True,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-011.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-011.jpg,[],"[{'constituentID': 108021, 'role': 'Artist', 'name': 'Juan Bautista Martínez del Mazo', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500031769', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q771658', 'gender': ''}]",European Paintings,Painting,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",,,,,,Artist,,Juan Bautista Martínez del Mazo,"Spanish, Cuenca ca. 1612–1667 Madrid",,"Mazo, Juan Bautista Martínez del",Spanish,1612,1667,,https://www.wikidata.org/wiki/Q771658,http://vocab.getty.edu/page/ulan/500031769,ca. 1636 or later,1631,1660,Oil on canvas,50 1/4 x 41 in. (127.6 x 104.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 127.6, 'Width': 104.1}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 13.97, 'Height': 173.9903, 'Width': 151.1303}}]","Fletcher Fund, 1952",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437868,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Portraits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300015637', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134307'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",https://www.wikidata.org/wiki/Q19904792,True,625
2025-09-09 12:22:32.509,435658,435658,False,60.173,1960,True,https://images.metmuseum.org/CRDImages/ep/original/DP-26882-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26882-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/Bframeoverall.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-60_173-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-60_173-3.jpg']","[{'constituentID': 107371, 'role': 'Artist', 'name': 'Berlinghiero', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500014124', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q15795', 'gender': ''}]",European Paintings,Painting,Madonna and Child,,,,,,Artist,,Berlinghiero,"Italian, Lucca, active by 1228–died by 1236",,Berlinghiero,Italian,1228,1236,,https://www.wikidata.org/wiki/Q15795,http://vocab.getty.edu/page/ulan/500014124,possibly 1230s,1230,1239,"Tempera on wood, gold ground",Overall 31 5/8 x 21 1/8 in. (80.3 x 53.7 cm); painted surface 30 x 19 1/2 in. (76.2 x 49.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 80.3, 'Width': 53.7}}]","Gift of Irma N. Straus, 1960",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435658,"[{'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}]",https://www.wikidata.org/wiki/Q16574822,True,601
2025-09-09 12:22:33.080,436572,436572,False,1978.416,1978,True,https://images.metmuseum.org/CRDImages/ep/original/DP-26505-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-26505-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-1978_416-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-1978_416-4.jpg']","[{'constituentID': 161956, 'role': 'Artist', 'name': 'El Greco (Domenikos Theotokopoulos)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500010916', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q301', 'gender': ''}]",European Paintings,Painting,Christ Healing the Blind,,,,,,Artist,,El Greco (Domenikos Theotokopoulos),"Greek, Iráklion (Candia) 1541–1614 Toledo",,"Greco, El (Domenikos Theotokopoulos)",Greek,1540,1614,,https://www.wikidata.org/wiki/Q301,http://vocab.getty.edu/page/ulan/500010916,ca. 1570,1565,1575,Oil on canvas,47 x 57 1/2 in. (119.4 x 146.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 119.4, 'Width': 146.1}}]","Gift of Mr. and Mrs. Charles Wrightsman, 1978",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436572,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}]",https://www.wikidata.org/wiki/Q19911430,True,619
2025-09-09 12:22:33.783,436208,436208,False,26.83,1926,True,https://images.metmuseum.org/CRDImages/ep/original/DP123842.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP123842.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-26_83-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-26_83-3.jpg']","[{'constituentID': 161843, 'role': 'Artist', 'name': 'Dosso Dossi (Giovanni de Lutero)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500114963', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q356777', 'gender': ''}]",European Paintings,Painting,The Three Ages of Humans,,,,,,Artist,,Dosso Dossi (Giovanni de Lutero),"Italian, Tramuschio ca. 1486–1541/42 Ferrara",,"Dossi, Dosso (Giovanni de Lutero)",Italian,1486,1542,,https://www.wikidata.org/wiki/Q356777,http://vocab.getty.edu/page/ulan/500114963,,1512,1542,Oil on canvas,30 1/2 x 44 in. (77.5 x 111.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 77.5, 'Width': 111.8}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.89, 'Height': 140.9703, 'Width': 109.8552}}]","Maria DeWitt Jesup Fund, 1926",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436208,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Couples', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379217', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q219160'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Sheep', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250284', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7368'}]",https://www.wikidata.org/wiki/Q19911681,True,611
2025-09-09 12:22:34.423,436440,436440,True,50.145.17,1950,True,https://images.metmuseum.org/CRDImages/ep/original/DP169640.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP169640.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-50_145_17-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-50_145_17-3.jpg']","[{'constituentID': 166194, 'role': 'Artist', 'name': 'Thomas Gainsborough', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115200', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q192720', 'gender': ''}]",European Paintings,Painting,Cottage Children (The Wood Gatherers),,,,,,Artist,,Thomas Gainsborough,"British, Sudbury 1727–1788 London",,"Gainsborough, Thomas",British,1727,1788,,https://www.wikidata.org/wiki/Q192720,http://vocab.getty.edu/page/ulan/500115200,1787,1787,1787,Oil on canvas,58 1/8 x 47 3/8 in. (147.6 x 120.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 147.6, 'Width': 120.3}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 11.43, 'Height': 176.5304, 'Width': 148.5903}}]","Bequest of Mary Stillman Harkness, 1950",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436440,"[{'term': 'Children', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025945', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7569'}, {'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}, {'term': 'Girls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247581', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3031'}]",https://www.wikidata.org/wiki/Q19905122,False,628
2025-09-09 12:22:35.032,436262,436262,False,60.71.5,1960,True,https://images.metmuseum.org/CRDImages/ep/original/DT5286.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT5286.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-60_71_5-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-60_71_5-3.jpg']","[{'constituentID': 161858, 'role': 'Artist', 'name': 'Anthony van Dyck', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500115190', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q150679', 'gender': ''}]",European Paintings,Painting,Virgin and Child with Saint Catherine of Alexandria,,,,,,Artist,,Anthony van Dyck,"Flemish, Antwerp 1599–1641 London",,"Dyck, Anthony van",Flemish,1599,1641,,https://www.wikidata.org/wiki/Q150679,http://vocab.getty.edu/page/ulan/500115190,ca. 1630,1625,1635,Oil on canvas,43 x 35 3/4 in. (109.2 x 90.8 cm); with added strips 44 1/8 x 37 in. (112.1 x 94 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 112.1, 'Width': 94}}]","Bequest of Lillian S. Timken, 1959",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/436262,"[{'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Saint Catherine', 'AAT_URL': None, 'Wikidata_URL': None}]",https://www.wikidata.org/wiki/Q19911702,True,621
2025-09-09 12:22:35.559,435744,435744,False,66.167,1966,True,https://images.metmuseum.org/CRDImages/ep/original/DP123935.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP123935.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-66_167-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-66_167-3.jpg']","[{'constituentID': 161703, 'role': 'Artist', 'name': 'François Boucher', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500032143', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q180932', 'gender': ''}]",European Paintings,Painting,Virgin and Child with the Young Saint John the Baptist and Angels,,,,,,Artist,,François Boucher,"French, Paris 1703–1770 Paris",,"Boucher, François",French,1703,1770,,https://www.wikidata.org/wiki/Q180932,http://vocab.getty.edu/page/ulan/500032143,1765,1765,1765,Oil on canvas,"Oval, 16 1/8 x 13 5/8 in. (41 x 34.6 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 41, 'Width': 34.6}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 8.255, 'Height': 53.9751, 'Width': 46.9901}}]","Gift of Adelaide Milton de Groot, in memory of the de Groot and Hawley families, 1966",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/435744,"[{'term': 'Angels', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379004', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q235113'}, {'term': 'Madonna and Child', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000052', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9309699'}, {'term': 'Saint John the Baptist', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001056', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q40662'}]",https://www.wikidata.org/wiki/Q19912320,False,631
2025-09-09 12:22:36.070,437156,437156,False,12.61,1912,True,https://images.metmuseum.org/CRDImages/ep/original/DP-15282-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15282-001.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-12_61-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-12_61-3.jpg']","[{'constituentID': 162141, 'role': 'Artist', 'name': 'Moretto da Brescia (Alessandro Bonvicino)', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500007609', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q954504', 'gender': ''}]",European Paintings,Painting,The Entombment,,,,,,Artist,,Moretto da Brescia (Alessandro Bonvicino),"Italian, Brescia ca. 1498–1554 Brescia",,Moretto da Brescia (Alessandro Bonvicino),Italian,1498,1554,,https://www.wikidata.org/wiki/Q954504,http://vocab.getty.edu/page/ulan/500007609,1554,1554,1554,Oil on canvas,94 1/2 x 74 1/2 in. (240 x 189.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 240, 'Width': 189.2}}, {'elementName': 'Other', 'elementDescription': 'Picture + Frame ', 'elementMeasurements': {'Weight': 70.30754}}]","John Stewart Kennedy Fund, 1912",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437156,"[{'term': 'Sadness', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300055166', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q169251'}, {'term': 'Christ', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000087', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q642420'}, {'term': 'Mary Magdalene', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000161', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q63070'}, {'term': 'Virgin Mary', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000032', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q345'}, {'term': 'Entombment', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001053', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q51637'}]",https://www.wikidata.org/wiki/Q19904833,True,609
2025-09-09 12:22:36.775,437534,437534,False,42.187,1942,True,https://images.metmuseum.org/CRDImages/ep/original/DT5154.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DT5154.jpg,"['https://images.metmuseum.org/CRDImages/ep/original/LC-42_187-2.jpg', 'https://images.metmuseum.org/CRDImages/ep/original/LC-42_187-3.jpg']","[{'constituentID': 162350, 'role': 'Artist', 'name': 'Peter Paul Rubens', 'constituentULAN_URL': 'http://vocab.getty.edu/page/ulan/500002921', 'constituentWikidata_URL': 'https://www.wikidata.org/wiki/Q5599', 'gender': ''}]",European Paintings,"Painting, sketch",The Triumph of Henry IV,,,,,,Artist,,Peter Paul Rubens,"Flemish, Siegen 1577–1640 Antwerp",,"Rubens, Peter Paul",Flemish,1577,1640,,https://www.wikidata.org/wiki/Q5599,http://vocab.getty.edu/page/ulan/500002921,ca. 1630,1625,1635,Oil on wood,19 1/2 x 32 7/8 in. (49.5 x 83.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 49.5, 'Width': 83.5}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 7.620015, 'Height': 72.390144, 'Width': 106.680214}}]","Rogers Fund, 1942",,,,,,,,,,,,Paintings,,,2025-06-27T04:50:31.807Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/437534,"[{'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Chariots', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300212699', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q203788'}]",https://www.wikidata.org/wiki/Q20166993,True,639
